Campaign_ID,Channel,Region,Age_Group,Month,Impressions,Clicks,Conversions,Cost,Revenue
CAMP_0677,SEO,North,25-34,Dec,7825,919,105.0,2457.65,31712.95
CAMP_0678,Social Media,North,35-44,Jul,11100,1419,107.0,2760.72,22456.73
CAMP_0679,Email,North,18-24,Jun,13404,1360,149.0,2252.86,44324.88
CAMP_0680,Social Media,South,18-24,Jul,15385,1209,109.0,4475.84,17411.52
CAMP_0681,Email,East,25-34,Sep,15485,1242,147.0,1125.85,52049.22
CAMP_0682,SEO,South,35-44,Oct,2524,149,10.0,2230.0,3398.12
CAMP_0683,Social Media,South,18-24,Apr,11871,1557,114.0,3069.09,24079.64
CAMP_0684,TV Ad,South,45-54,Sep,33888,3838,134.0,19467.32,10405.81
CAMP_0685,Social Media,North,35-44,Jun,32663,1590,129.0,1993.15,33780.41
CAMP_0686,Email,South,25-34,Jun,3024,68,10.0,1016.99,2385.94
CAMP_0687,Influencer,East,25-34,Feb,27140,1106,90.0,5855.56,4998.94
CAMP_0688,Social Media,West,45-54,Dec,30432,1066,102.0,4078.93,13983.54
CAMP_0689,Influencer,South,55+,Sep,36321,5148,430.0,9354.33,38967.3
CAMP_0690,TV Ad,East,45-54,Dec,30680,2117,81.0,7743.4,4019.87
CAMP_0691,Email,South,55+,Apr,30825,3427,291.0,857.65,68892.76
CAMP_0692,SEO,South,18-24,Sep,24806,3134,344.0,2270.6,92672.18
CAMP_0693,Influencer,West,55+,Feb,5868,782,58.0,6755.68,10921.33
CAMP_0694,SEO,South,18-24,Aug,14237,1798,231.0,1610.24,50845.65
CAMP_0695,SEO,West,45-54,Sep,47577,2563,225.0,2941.65,68148.74
CAMP_0696,Email,East,55+,Jun,11929,1204,132.0,539.8,24216.73
CAMP_0697,Social Media,West,35-44,Oct,14265,520,50.0,4052.6,4068.75
CAMP_0698,PPC,East,18-24,Oct,32501,3106,,6553.21,13773.36
CAMP_0699,SEO,East,25-34,Sep,8860,745,73.0,2061.41,24883.58
CAMP_0700,Social Media,North,45-54,Oct,15352,2138,212.0,2967.71,35730.79
CAMP_0701,Email,East,35-44,Oct,1858,225,21.0,2873.2,3218.44
CAMP_0702,Social Media,North,35-44,Apr,3850,300,30.0,1328.04,3015.75
CAMP_0703,PPC,North,55+,Jun,5532,125,7.0,2459.73,713.84
CAMP_0704,Influencer,South,35-44,Oct,42196,5520,316.0,7083.98,39404.39
CAMP_0705,Social Media,North,35-44,Apr,45451,1393,91.0,3076.83,27335.81
CAMP_0706,SEO,South,35-44,May,27393,2305,224.0,1663.18,
CAMP_0707,Email,West,35-44,May,17138,2130,299.0,1458.47,56137.37
CAMP_0708,Email,South,35-44,Oct,21074,633,53.0,2700.39,10008.94
CAMP_0709,SEO,South,25-34,Mar,15017,511,62.0,2308.23,9004.16
CAMP_0710,TV Ad,East,18-24,May,28499,2571,56.0,7623.26,1697.59
CAMP_0711,PPC,North,55+,Apr,5655,727,,7973.71,2436.09
CAMP_0712,Email,East,18-24,Jan,33376,4948,435.0,1625.16,38377.56
CAMP_0713,Influencer,East,55+,Jan,3765,350,19.0,6583.57,1710.12
CAMP_0714,SEO,South,35-44,Feb,22133,505,59.0,1152.46,11233.68
CAMP_0715,Email,North,25-34,Dec,27469,3344,506.0,752.35,75183.05
CAMP_0716,Email,East,45-54,Oct,45007,5014,566.0,2887.66,202353.04
CAMP_0717,Social Media,West,35-44,Apr,36281,4446,394.0,2348.85,89251.95
CAMP_0718,PPC,East,45-54,Jul,5381,471,29.0,6819.02,3758.4
CAMP_0719,Social Media,North,45-54,May,10677,458,46.0,1423.22,4793.39
CAMP_0720,SEO,East,55+,Jul,47057,6887,547.0,1358.4,107590.86
CAMP_0721,Email,North,45-54,Dec,3105,264,30.0,1860.32,3872.27
CAMP_0722,SEO,East,45-54,May,42294,2701,192.0,3653.99,46005.52
CAMP_0723,PPC,East,25-34,Dec,46807,1669,121.0,7944.49,19943.12
CAMP_0724,TV Ad,North,18-24,Oct,48015,6575,249.0,6460.65,20433.28
CAMP_0725,SEO,North,35-44,Nov,23372,2357,250.0,2888.73,70340.75
CAMP_0726,Email,North,35-44,Feb,47631,1829,167.0,1459.87,19299.41
CAMP_0727,TV Ad,South,35-44,Aug,45627,5054,132.0,9795.81,11284.09
CAMP_0728,Email,East,45-54,Jan,37901,3544,426.0,2077.97,71493.82
CAMP_0729,Influencer,North,55+,Oct,11972,671,59.0,6386.95,9570.2
CAMP_0730,PPC,North,18-24,Mar,31348,2851,156.0,6246.52,8982.9
CAMP_0731,PPC,East,18-24,Aug,31936,3616,221.0,7228.93,17060.17
CAMP_0732,PPC,West,45-54,Jul,34547,1802,117.0,7401.87,20796.43
CAMP_0733,Social Media,East,25-34,Oct,27336,1499,155.0,4920.02,7297.02
CAMP_0734,SEO,South,55+,Feb,42964,2597,214.0,2266.26,87944.13
CAMP_0735,SEO,East,35-44,Sep,42182,3604,265.0,1941.67,83460.5
CAMP_0736,Email,East,18-24,Mar,18438,2640,231.0,2353.27,28034.27
CAMP_0737,Email,South,18-24,Apr,42381,3648,566.0,1649.04,188947.54
CAMP_0738,PPC,South,55+,Jan,16563,929,55.0,6160.41,5521.34
CAMP_0739,SEO,South,55+,Sep,39931,5783,633.0,3348.11,54524.15
CAMP_0740,PPC,West,18-24,Jul,20899,2745,154.0,3249.67,14260.44
CAMP_0741,PPC,South,55+,Feb,25811,2077,91.0,5030.69,8813.33
CAMP_0742,Social Media,West,55+,Dec,30565,2958,268.0,4137.62,74216.56
CAMP_0743,SEO,West,35-44,Apr,48752,7023,859.0,2930.74,279748.13
CAMP_0744,Email,West,25-34,Feb,40601,6087,784.0,1988.19,139493.13
CAMP_0745,TV Ad,East,45-54,Feb,7461,633,20.0,11455.15,1346.1
CAMP_0746,TV Ad,East,35-44,Jan,10018,549,19.0,15366.59,1034.13
CAMP_0747,PPC,North,18-24,Aug,9458,985,75.0,5947.7,14919.72
CAMP_0748,SEO,South,25-34,Apr,38415,3727,368.0,3198.77,31321.47
CAMP_0749,Social Media,North,45-54,May,22168,1241,73.0,2697.49,8023.76
CAMP_0750,Email,East,25-34,Aug,26112,1015,123.0,1429.59,42510.64
CAMP_0751,Email,North,18-24,Dec,38310,2194,272.0,711.92,50495.28
CAMP_0752,Email,South,45-54,Nov,30823,3143,433.0,727.19,102406.0
CAMP_0753,SEO,South,55+,May,43406,1244,161.0,3871.31,44152.34
CAMP_0754,SEO,North,35-44,Jul,45997,974,72.0,3685.22,18589.31
CAMP_0755,PPC,North,18-24,Jan,18733,2334,179.0,5740.47,18873.4
CAMP_0756,SEO,East,25-34,Sep,17475,2053,182.0,1262.2,30723.3
CAMP_0757,PPC,North,18-24,Feb,14750,298,15.0,4197.72,2275.32
CAMP_0758,SEO,South,45-54,Jan,35467,4484,345.0,1295.49,67601.94
CAMP_0759,Email,West,35-44,Sep,34837,3897,585.0,2703.15,112095.25
CAMP_0760,PPC,North,55+,Oct,1597,49,3.0,7475.6,325.19
CAMP_0761,Email,East,45-54,Dec,49279,5438,698.0,1390.62,150921.39
CAMP_0762,PPC,North,25-34,Oct,20239,1808,114.0,7411.46,17792.15
CAMP_0763,Social Media,North,55+,Jun,15691,2224,,4274.37,38011.44
CAMP_0764,PPC,West,55+,Jun,22352,1027,56.0,5182.55,8527.48
CAMP_0765,SEO,South,35-44,Apr,6435,942,82.0,2530.65,12624.9
CAMP_0766,Email,North,25-34,Dec,12688,1308,141.0,2164.41,46676.73
CAMP_0767,PPC,West,45-54,Oct,30482,2569,190.0,3360.41,17760.51
CAMP_0768,Email,West,45-54,Feb,12249,386,56.0,2730.59,7570.26
CAMP_0769,SEO,North,55+,Aug,16754,1554,142.0,1279.29,31755.27
CAMP_0770,Email,North,35-44,Aug,20859,829,77.0,2831.6,25980.77
CAMP_0771,Influencer,South,18-24,Jan,18615,1906,113.0,6999.33,16165.79
CAMP_0772,PPC,East,35-44,Apr,35332,3894,165.0,2105.87,14699.1
CAMP_0773,PPC,East,18-24,Aug,38579,4167,295.0,6818.22,46729.09
CAMP_0774,SEO,South,18-24,Jan,16184,1525,174.0,2023.95,28555.7
CAMP_0775,TV Ad,East,18-24,Jun,17940,588,14.0,13176.25,1368.24
CAMP_0776,Email,South,55+,Jan,28654,2318,293.0,1594.45,131008.01
CAMP_0777,SEO,East,18-24,Oct,42916,3925,476.0,3317.07,37346.89
CAMP_0778,Social Media,West,18-24,Oct,36459,4088,263.0,1643.94,
CAMP_0779,Email,East,35-44,Sep,48078,3943,613.0,1925.47,72384.46
CAMP_0780,PPC,North,25-34,Sep,36135,2152,97.0,2685.1,8474.92
CAMP_0781,Social Media,South,45-54,Apr,23322,2291,135.0,2121.82,26510.57
CAMP_0782,SEO,West,35-44,Aug,43531,1509,184.0,1645.76,25105.08
CAMP_0783,Email,East,45-54,Dec,30521,2944,276.0,537.56,73064.96
CAMP_0784,PPC,South,45-54,Jan,30217,3766,273.0,7248.48,46746.32
CAMP_0785,Email,South,55+,Nov,49880,2648,412.0,2220.89,48799.69
CAMP_0786,SEO,North,35-44,Feb,35938,4402,524.0,1968.73,207799.15
CAMP_0787,PPC,West,25-34,Sep,19320,2060,146.0,2312.43,6964.28
CAMP_0788,SEO,South,25-34,Dec,1801,264,33.0,3390.17,9680.84
CAMP_0789,TV Ad,South,35-44,Jun,37145,1172,35.0,9348.87,3961.13
CAMP_0790,SEO,South,18-24,Mar,20731,1992,210.0,1310.06,70925.67
CAMP_0791,Influencer,North,35-44,Mar,8612,842,43.0,5169.06,8145.25
CAMP_0792,Email,South,18-24,Mar,21431,1195,178.0,1317.52,20525.16
CAMP_0793,Influencer,West,55+,Mar,41931,2492,163.0,4637.46,
CAMP_0794,Social Media,West,25-34,Dec,19847,1274,123.0,3931.35,11033.58
CAMP_0795,Email,South,45-54,Jan,17713,1095,128.0,524.45,60546.19
CAMP_0796,Email,North,25-34,Aug,49380,4265,504.0,1774.96,195459.16
CAMP_0797,Email,East,35-44,Dec,27013,2231,296.0,1300.15,101145.58
CAMP_0798,Email,West,35-44,Apr,16248,2017,224.0,1077.45,28275.76
CAMP_0799,Email,West,35-44,May,42907,2974,444.0,1229.67,104538.02
CAMP_0800,Influencer,West,25-34,Jun,24178,607,40.0,9144.93,7233.36
CAMP_0801,PPC,North,25-34,Oct,20257,744,56.0,5069.54,4906.36
CAMP_0802,PPC,North,55+,Nov,47792,6343,420.0,3833.89,43793.15
CAMP_0803,TV Ad,West,35-44,May,44728,3649,105.0,16858.51,7572.45
CAMP_0804,Social Media,East,45-54,Jul,1560,138,10.0,2500.4,2192.34
CAMP_0805,Influencer,South,18-24,Jun,36645,2706,145.0,5535.27,17922.13
CAMP_0806,Social Media,West,18-24,Aug,35493,4529,421.0,1669.88,31716.97
CAMP_0807,Social Media,West,55+,Apr,48928,2907,222.0,2302.81,18590.37
CAMP_0808,Influencer,South,18-24,Jul,22605,921,79.0,5441.33,9650.66
CAMP_0809,SEO,East,35-44,May,22274,1580,145.0,924.16,31017.26
CAMP_0810,Email,East,35-44,May,31628,1662,236.0,2189.73,32305.41
CAMP_0811,Email,East,35-44,Sep,12162,806,111.0,2756.36,41077.12
CAMP_0812,PPC,West,18-24,Oct,37558,946,73.0,4410.88,4367.09
CAMP_0813,Social Media,North,45-54,Sep,26964,2101,201.0,3544.53,26462.45
CAMP_0814,PPC,West,18-24,Jan,22823,509,38.0,4368.84,4623.66
CAMP_0815,Email,South,18-24,Feb,30508,2701,407.0,1618.92,101799.26
CAMP_0816,Email,West,35-44,Aug,16704,2382,,2749.03,108220.95
CAMP_0817,SEO,North,25-34,Jan,3402,298,21.0,1295.5,6472.6
CAMP_0818,Email,North,45-54,Feb,33624,3168,268.0,2802.91,54051.7
CAMP_0819,PPC,North,45-54,Dec,11839,1043,54.0,2110.15,8546.83
CAMP_0820,SEO,West,45-54,May,49356,6348,460.0,938.14,146344.49
CAMP_0821,TV Ad,West,55+,Jul,12317,665,14.0,19942.46,472.02
CAMP_0822,PPC,West,18-24,Jul,45098,3294,161.0,3272.27,29285.59
CAMP_0823,PPC,South,18-24,Jun,34214,4121,246.0,5431.39,35641.86
CAMP_0824,Social Media,East,25-34,Nov,36690,4322,431.0,2298.03,71178.08
CAMP_0825,Influencer,East,45-54,Feb,6958,805,65.0,7383.81,8971.02
CAMP_0826,TV Ad,North,45-54,May,49223,2386,69.0,15799.39,6190.36
CAMP_0827,Influencer,West,25-34,Jun,28213,2429,151.0,4892.44,15965.21
CAMP_0828,Social Media,South,45-54,Oct,12254,943,80.0,3516.88,6672.86
CAMP_0829,Email,North,45-54,Aug,26675,1734,246.0,1707.54,27667.1
CAMP_0830,SEO,East,35-44,Feb,10795,790,92.0,2072.87,15212.24
CAMP_0831,Social Media,East,35-44,Jul,26287,2439,193.0,3007.74,17151.66
CAMP_0832,Social Media,South,18-24,Sep,25846,3649,370.0,1898.24,28114.91
CAMP_0833,Social Media,East,55+,Aug,22702,2697,205.0,2962.78,57863.24
CAMP_0834,Influencer,South,55+,Nov,34092,3849,340.0,8471.45,85270.61
CAMP_0835,SEO,South,35-44,Jan,41795,6117,743.0,3897.5,234281.99
CAMP_0836,Social Media,South,25-34,Sep,39216,5309,391.0,1184.28,65936.12
CAMP_0837,Social Media,South,35-44,Jul,16167,370,31.0,4277.71,7476.59
CAMP_0838,Influencer,East,25-34,Nov,23391,1448,97.0,4140.32,23337.1
CAMP_0839,SEO,South,55+,Jun,14017,1593,153.0,961.62,18974.14
CAMP_0840,Influencer,South,45-54,Feb,31382,825,55.0,3554.75,11095.25
CAMP_0841,Email,East,18-24,Jun,1713,229,24.0,574.34,6893.96
CAMP_0842,Email,West,18-24,Aug,32707,3301,326.0,761.41,88248.12
CAMP_0843,Influencer,East,18-24,Mar,27623,2518,130.0,8056.61,20721.3
CAMP_0844,SEO,West,45-54,Feb,35743,3644,319.0,1965.19,86931.17
CAMP_0845,Influencer,East,45-54,Jun,18360,441,39.0,5083.0,3925.35
CAMP_0846,PPC,North,45-54,Mar,14025,1087,82.0,7835.76,8988.0
CAMP_0847,Email,East,55+,Mar,30369,1540,140.0,1036.41,39420.46
CAMP_0848,SEO,East,45-54,Apr,14769,1799,225.0,1927.39,74615.98
CAMP_0849,Influencer,East,35-44,Nov,37880,3281,197.0,5448.62,25098.47
CAMP_0850,Social Media,North,55+,Oct,13931,572,59.0,1168.8,9464.94
CAMP_0851,Email,West,55+,Sep,46559,2563,336.0,2688.41,48552.36
CAMP_0852,SEO,North,18-24,Jul,48482,5218,563.0,1405.05,126004.02
CAMP_0853,Email,South,55+,Jul,46708,4509,407.0,1406.92,57159.2
CAMP_0854,SEO,West,55+,Dec,14854,480,61.0,2780.59,11727.52
CAMP_0855,PPC,East,45-54,Jul,39736,5418,361.0,6875.68,15995.34
CAMP_0856,SEO,North,25-34,Apr,44242,2131,234.0,2414.16,36932.08
CAMP_0857,Social Media,North,45-54,Oct,3580,213,18.0,2016.59,2354.11
CAMP_0858,SEO,West,35-44,Oct,47585,4992,393.0,2220.34,97360.57
CAMP_0859,PPC,East,35-44,May,3176,253,12.0,5994.71,451.93
CAMP_0860,Influencer,East,18-24,Jun,14411,526,39.0,3038.11,2238.75
CAMP_0861,PPC,North,25-34,Mar,8400,447,29.0,7054.23,3011.64
CAMP_0862,PPC,South,18-24,Jun,15318,885,68.0,4983.45,7166.97
CAMP_0863,Social Media,East,18-24,Jan,41077,5635,466.0,4655.26,120603.98
CAMP_0864,Influencer,West,25-34,Sep,37943,857,62.0,3268.55,13298.93
CAMP_0865,Influencer,North,18-24,Feb,43865,1186,94.0,6127.18,13612.11
CAMP_0866,Social Media,East,45-54,Feb,17450,2353,237.0,4845.67,53178.27
CAMP_0867,Email,South,55+,Jan,16456,2148,213.0,2008.96,61296.17
CAMP_0868,Social Media,North,45-54,May,22113,3162,240.0,4169.56,39805.54
CAMP_0869,SEO,South,18-24,Mar,18625,1848,220.0,3877.13,30694.9
CAMP_0870,Social Media,South,18-24,Feb,1690,244,24.0,3884.64,5421.65
CAMP_0871,Social Media,North,45-54,Aug,39546,5088,321.0,1338.6,48696.52
CAMP_0872,Social Media,North,18-24,Dec,40384,5400,502.0,2574.73,100826.35
CAMP_0873,Email,North,55+,Sep,13674,460,57.0,2854.54,21431.29
CAMP_0874,Email,East,18-24,Jul,20285,1918,274.0,1769.74,66585.88
CAMP_0875,Social Media,West,18-24,Oct,41775,1135,108.0,2368.09,11300.33
CAMP_0876,Social Media,West,35-44,May,36395,3475,313.0,2648.39,72573.84
CAMP_0877,PPC,East,18-24,Jan,6914,618,40.0,6055.95,5917.37
CAMP_0878,Social Media,North,35-44,Oct,11756,1342,132.0,4775.98,28842.44
CAMP_0879,TV Ad,North,18-24,Jul,22159,950,33.0,9216.11,2985.8
CAMP_0880,Email,West,35-44,Apr,40973,5111,651.0,2061.99,231355.77
CAMP_0881,PPC,North,35-44,Mar,45772,6694,386.0,2303.58,56222.75
CAMP_0882,Social Media,North,18-24,Aug,37331,1453,109.0,3724.2,15842.6
CAMP_0883,Social Media,East,25-34,Sep,35445,4776,,4934.39,31699.71
CAMP_0884,TV Ad,West,18-24,Sep,1694,91,2.0,5693.93,
CAMP_0885,PPC,North,45-54,Apr,12441,487,21.0,6674.03,3694.14
CAMP_0886,Email,North,18-24,Jun,39952,4134,358.0,2303.22,131192.0
CAMP_0887,Social Media,East,35-44,Feb,28457,3661,277.0,3571.21,
CAMP_0888,SEO,East,45-54,Mar,9606,844,73.0,2649.21,24359.58
CAMP_0889,SEO,North,55+,Oct,26117,3130,359.0,3166.79,57610.65
CAMP_0890,PPC,South,45-54,Jan,38122,3701,280.0,2849.13,31090.1
CAMP_0891,Social Media,East,45-54,Mar,31285,3247,237.0,4986.73,11356.43
CAMP_0892,Email,East,35-44,Jun,31413,2413,251.0,729.96,26911.87
CAMP_0893,TV Ad,West,55+,Feb,21300,577,16.0,11388.4,420.98
CAMP_0894,Email,West,18-24,Oct,3768,532,65.0,740.31,8738.82
CAMP_0895,Social Media,West,45-54,May,39644,5506,363.0,4498.42,26458.76
CAMP_0896,Email,South,25-34,Jan,25754,2066,262.0,2514.64,76719.86
CAMP_0897,Email,South,18-24,Feb,6283,230,26.0,1614.45,7933.21
CAMP_0898,Influencer,East,18-24,Feb,1526,46,3.0,4375.09,708.24
CAMP_0899,Social Media,North,55+,Oct,45472,4740,342.0,2512.1,77866.36
CAMP_0900,Email,West,45-54,Sep,22604,2812,417.0,2373.79,100754.95
CAMP_0901,PPC,North,35-44,Mar,33262,2780,150.0,3720.89,7510.27
CAMP_0902,Social Media,East,18-24,Dec,20689,2168,197.0,4818.56,
CAMP_0903,Email,North,45-54,Dec,21478,773,119.0,1173.4,13687.64
CAMP_0904,Influencer,North,55+,Nov,22346,1141,75.0,4798.67,10325.47
CAMP_0905,Social Media,South,55+,Mar,43218,4048,295.0,4762.15,38680.55
CAMP_0906,Influencer,East,45-54,Jun,38180,2931,191.0,9608.66,12421.03
CAMP_0907,Influencer,North,35-44,Oct,13288,624,54.0,4108.0,7958.08
CAMP_0908,PPC,East,55+,Apr,5023,636,40.0,2790.46,5259.48
CAMP_0909,Email,West,55+,Aug,27502,3375,355.0,2114.4,80863.23
CAMP_0910,Email,West,45-54,Oct,18273,1054,89.0,991.72,20328.7
CAMP_0911,Social Media,East,18-24,Feb,41392,873,84.0,4937.77,16901.99
CAMP_0912,Influencer,East,25-34,Jan,19799,1392,106.0,3108.13,4744.87
CAMP_0913,SEO,West,18-24,Sep,8372,1062,87.0,2605.42,14728.27
CAMP_0914,Social Media,East,55+,Apr,22676,1899,183.0,1300.81,30507.73
CAMP_0915,Social Media,West,18-24,Jul,43322,2382,225.0,2298.22,47530.4
CAMP_0916,Social Media,North,18-24,Oct,21714,2323,211.0,2968.86,39697.42
CAMP_0917,Email,East,35-44,Jan,47835,1628,187.0,784.4,21733.97
CAMP_0918,Social Media,North,45-54,Aug,18140,2184,140.0,4413.39,33501.08
CAMP_0919,Email,East,25-34,Jun,32250,2782,350.0,1612.77,81461.11
CAMP_0920,Influencer,East,55+,Feb,1496,205,18.0,4147.44,4031.67
CAMP_0921,TV Ad,East,45-54,Jul,8630,950,33.0,5948.94,3647.21
CAMP_0922,Email,West,55+,Jul,24238,2332,239.0,596.48,111258.7
CAMP_0923,Social Media,East,35-44,Oct,7553,1069,71.0,1131.2,6269.92
CAMP_0924,SEO,North,55+,Mar,19296,1416,100.0,1292.0,29886.83
CAMP_0925,PPC,North,18-24,Jun,29991,3648,256.0,3318.34,40842.78
CAMP_0926,Influencer,North,25-34,Apr,45721,1608,97.0,7260.08,10884.13
CAMP_0927,PPC,West,45-54,Feb,31346,1017,76.0,3820.98,7475.62
CAMP_0928,PPC,West,25-34,Jun,30176,3243,234.0,2238.27,27044.99
CAMP_0929,SEO,North,45-54,Mar,12284,574,48.0,2260.24,11745.12
CAMP_0930,Social Media,East,25-34,Sep,9252,1119,106.0,4304.87,15636.64
CAMP_0931,Email,East,18-24,Jan,1493,180,18.0,2485.96,5393.08
CAMP_0932,Social Media,North,45-54,Nov,2806,93,8.0,1163.91,973.71
CAMP_0933,Social Media,South,45-54,May,47648,6901,616.0,1451.19,92983.32
CAMP_0934,SEO,North,25-34,Nov,37163,1985,251.0,2565.85,82624.6
CAMP_0935,Email,North,18-24,Jun,8507,801,92.0,2550.69,29692.56
CAMP_0936,SEO,North,25-34,Apr,39665,2699,267.0,3137.33,30210.78
CAMP_0937,Influencer,South,55+,Apr,6938,996,79.0,6135.61,13238.95
CAMP_0938,SEO,East,18-24,Apr,7474,460,57.0,3923.45,17108.0
CAMP_0939,Influencer,South,45-54,Feb,8512,222,18.0,9917.83,1513.96
CAMP_0940,SEO,South,18-24,Dec,36343,4442,315.0,2991.27,56707.78
CAMP_0941,Influencer,North,55+,Nov,40023,2309,174.0,7164.67,24011.29
CAMP_0942,TV Ad,West,55+,Nov,47433,5748,183.0,18010.32,11391.72
CAMP_0943,Social Media,South,18-24,May,43645,3165,310.0,4855.27,40668.22
CAMP_0944,Email,West,35-44,Aug,14751,1793,197.0,1259.31,55384.62
CAMP_0945,PPC,South,18-24,Jan,47113,3300,186.0,4997.29,39177.77
CAMP_0946,SEO,West,45-54,Feb,9245,247,27.0,2004.2,3651.34
CAMP_0947,Email,North,18-24,Jul,12894,1327,138.0,1100.78,41147.69
CAMP_0948,Social Media,North,55+,Oct,10308,1540,107.0,1007.25,9394.55
CAMP_0949,Social Media,West,55+,Aug,24365,1738,125.0,1078.9,
CAMP_0950,SEO,South,18-24,Jan,18274,1333,168.0,2987.5,45559.66
CAMP_0951,Email,West,18-24,Apr,31985,4011,620.0,1263.53,283318.51
CAMP_0952,Email,East,55+,Mar,5846,341,46.0,2221.61,7949.97
CAMP_0953,Social Media,East,55+,Jul,7680,512,31.0,1673.04,5176.7
CAMP_0954,PPC,South,25-34,Mar,38629,2996,153.0,5542.56,9769.99
CAMP_0955,PPC,North,35-44,Mar,26921,1979,106.0,6064.05,8230.35
CAMP_0956,PPC,West,18-24,Aug,25059,2834,139.0,7528.75,24287.96
CAMP_0957,Email,West,35-44,Oct,6492,202,19.0,1319.14,1938.64
CAMP_0958,PPC,South,55+,Sep,30928,3417,185.0,4190.56,7778.36
CAMP_0959,PPC,North,35-44,Jul,18591,1392,78.0,2981.27,5775.42
CAMP_0960,Influencer,South,45-54,Feb,21092,1631,81.0,8577.94,9199.65
CAMP_0961,PPC,South,25-34,Sep,1036,124,8.0,2559.79,1168.79
CAMP_0962,Email,South,35-44,Mar,7333,822,81.0,1698.54,10139.87
CAMP_0963,PPC,South,45-54,Jul,25918,2124,109.0,6761.79,11801.78
CAMP_0964,Social Media,North,55+,May,35283,977,59.0,1314.65,6338.9
CAMP_0965,Influencer,North,55+,Oct,27091,2509,218.0,3881.58,14152.32
CAMP_0966,PPC,West,45-54,Nov,9775,411,22.0,4774.74,2956.48
CAMP_0967,Email,West,55+,Nov,17800,2098,298.0,531.06,59141.82
CAMP_0968,Influencer,East,18-24,Sep,12019,1542,98.0,6427.93,14702.72
CAMP_0969,Influencer,West,18-24,Jul,1591,125,8.0,3928.23,1110.04
CAMP_0970,Email,South,25-34,Nov,29979,3285,419.0,890.83,103965.09
CAMP_0971,Email,North,45-54,Jun,32815,2109,226.0,1938.75,25181.98
CAMP_0972,TV Ad,West,35-44,Sep,18771,595,18.0,9998.63,1528.24
CAMP_0973,Email,South,55+,Oct,43663,3427,499.0,1944.15,150303.62
CAMP_0974,Social Media,North,45-54,Mar,41581,851,57.0,4329.99,7497.85
CAMP_0975,TV Ad,North,35-44,May,5923,853,31.0,16586.16,1004.45
CAMP_0976,SEO,North,55+,Jan,23553,506,39.0,2817.27,4123.6
CAMP_0977,Email,East,45-54,Nov,38812,1099,160.0,2281.88,32011.51
CAMP_0978,PPC,South,18-24,Aug,6914,324,21.0,2430.89,1360.39
CAMP_0979,Social Media,North,18-24,Oct,33849,3640,223.0,1967.84,34576.41
CAMP_0980,Social Media,South,35-44,May,16367,1908,169.0,4827.26,30362.09
CAMP_0981,Social Media,West,45-54,Apr,38018,3781,386.0,2747.11,18342.51
CAMP_0982,Email,North,55+,Dec,4676,505,61.0,2683.14,9361.98
CAMP_0983,TV Ad,South,45-54,Apr,24052,592,13.0,18982.01,323.61
CAMP_0984,Influencer,West,55+,Jan,37263,5304,453.0,3945.27,43504.56
CAMP_0985,Email,East,35-44,Jun,37843,3482,445.0,1290.26,162105.62
CAMP_0986,Email,East,25-34,Jul,16765,2445,367.0,1990.46,101065.62
CAMP_0987,Social Media,West,55+,May,7200,596,40.0,2008.81,3237.14
CAMP_0988,Social Media,East,55+,Mar,26544,2359,176.0,3149.67,46787.46
CAMP_0989,SEO,West,45-54,May,32323,1218,150.0,3319.52,52178.34
CAMP_0990,Email,West,55+,Nov,8971,778,110.0,2648.33,22659.57
CAMP_0991,PPC,East,55+,Sep,45045,6714,418.0,4479.17,33082.37
CAMP_0992,Email,West,55+,May,13468,1466,206.0,2743.55,21144.78
CAMP_0993,Social Media,North,35-44,May,14864,1046,72.0,2097.65,15099.01
CAMP_0994,Email,East,18-24,Jan,19643,943,89.0,1361.26,9963.05
CAMP_0995,SEO,West,55+,Nov,49744,4312,475.0,3595.44,43807.89
CAMP_0996,Email,East,25-34,Jul,26792,1747,212.0,2818.79,51169.88
CAMP_0997,Influencer,West,18-24,Jul,10432,761,59.0,9155.78,8508.52
CAMP_0998,Influencer,South,55+,Jan,25509,1818,163.0,9952.15,24656.72
CAMP_0999,Influencer,West,35-44,Jun,3611,463,38.0,7076.5,3270.26
CAMP_1000,PPC,East,25-34,Nov,40328,3650,281.0,3328.96,39698.67
